id,name,url,cuisines,description,rating,status,phone,address,latitude,longitude,price,categories,reviewCount,page
"mexi-cali-san-francisco","Mexi-Cali","https://www.yelp.com/biz/mexi-cali-san-francisco","mexican","MEXI-CALI - - 1288 19th Ave, San Francisco, CA 94122","4.6","open","(415) 660-0469","1288 19th Ave, San Francisco, CA, 94122","37.76387520000001","-122.4766751","","Mexican","14","2"
"momo-noodle-mission-bay-san-francisco","Momo Noodle - Mission Bay","https://www.yelp.com/biz/momo-noodle-mission-bay-san-francisco","noodles; szechuan; chinese","MOMO NOODLE - MISSION BAY - - 601 Mission Bay Blvd N, San Francisco, CA 94158","4.2","open","(408) 800-6819","601 Mission Bay Blvd N, San Francisco, CA, 94158","37.7707779","-122.3914399","$$","Noodles; Szechuan; Chinese","45","2"
"brothers-sf-san-francisco-2","Brothers SF","https://www.yelp.com/biz/brothers-sf-san-francisco-2","mexican","BROTHERS SF - - 3650 Geary Blvd, San Francisco, CA 94118","3.5","open","(415) 629-5955","3650 Geary Blvd, San Francisco, CA, 94118","37.78160321932997","-122.45862188550069","","Mexican","30","2"
"tijuanita-san-francisco","Tijuanita","https://www.yelp.com/biz/tijuanita-san-francisco","mexican; tacos","TIJUANITA - - 850 La Playa St, San Francisco, CA 94121","3.4","open","(628) 269-9340","850 La Playa St, San Francisco, CA, 94121","37.77194800904545","-122.5098800356418","","Mexican; Tacos","7","2"
"the-geez-freeze-san-francisco","The Geez Freeze","https://www.yelp.com/biz/the-geez-freeze-san-francisco","ice_cream_and_frozen_yogurt; shaved_snow","THE GEEZ FREEZE - - 336 John F Kennedy Prom, San Francisco, CA 94118","4.8","open","(415) 975-1125","336 John F Kennedy Prom, San Francisco, CA, 94118","37.77260269287442","-122.4661677","","Ice Cream & Frozen Yogurt; Shaved Snow","5","2"
"tanguito-argentinean-grill-san-francisco","Tanguito Argentinean Grill","https://www.yelp.com/biz/tanguito-argentinean-grill-san-francisco","argentine; burgers; empanadas","TANGUITO ARGENTINEAN GRILL - - 2850 Jones St, San Francisco, CA 94133","4.3","open","(415) 577-4223","2850 Jones St, San Francisco, CA, 94133","37.80738779518489","-122.41718629489196","$$","Argentine; Burgers; Empanadas","709","2"
"halal-cart-sf-san-francisco-2","Halal Cart SF","https://www.yelp.com/biz/halal-cart-sf-san-francisco-2","halal","HALAL CART SF - - 400 Montgomery St, San Francisco, CA 94104","4.8","offline","(925) 567-6712","400 Montgomery St, San Francisco, CA, 94104","37.7930853","-122.4026188","","Halal","13","2"
"the-hungry-leprechaun-san-francisco","The Hungry Leprechaun","https://www.yelp.com/biz/the-hungry-leprechaun-san-francisco","","21 reviews and 19 photos of THE HUNGRY LEPRECHAUN ""Great Irish food truck. Got a curry cheesy chip with chicken goujons and they were amazing the batter on the goujons was crispy and tasty. Service was great would highly recommend this food truck for party's or find out on instagram @thehungryleprec","4.8","open","","San Francisco, CA, 94116","37.775123","-122.41932","","","21","3"
"el-farolito-san-francisco-2","El Farolito","https://www.yelp.com/biz/el-farolito-san-francisco-2","mexican; seafood; steakhouses","EL FAROLITO - - 2779 Mission St, San Francisco, CA 94110","4.2","open","(415) 824-7877","2779 Mission St, San Francisco, CA, 94110","37.752654","-122.4182227","$$","Mexican; Seafood; Steakhouses","","3"
"wh42-san-francisco-4","WH42","https://www.yelp.com/biz/wh42-san-francisco-4","","WH42 - - 601 Mission Bay Blvd N, San Francisco, CA 94158","4.5","open","","601 Mission Bay Blvd N, San Francisco, CA, 94158","37.771292902955665","-122.39225974457754","","","46","3"
"box-kitchen-san-francisco","Box Kitchen","https://www.yelp.com/biz/box-kitchen-san-francisco","food_stands; burgers; waffles; american; dive_bars; sports_bars","BOX KITCHEN - - 431 Natoma St, San Francisco, CA 94103","4.3","open","(415) 580-7170","431 Natoma St, San Francisco, CA, 94103","37.7811828","-122.4062434","$$","Food Stands; Burgers; Waffles; American; Dive Bars; Sports Bars","856","3"
"atlas-bites-san-francisco","Atlas Bites","https://www.yelp.com/biz/atlas-bites-san-francisco","mediterranean; halal","ATLAS BITES - - 601 Mission Bay Blvd N, San Francisco, CA 94158","4.5","open","(408) 561-7948","601 Mission Bay Blvd N, San Francisco, CA, 94158","37.770788472980826","-122.39143453920639","","Mediterranean; Halal","61","3"
"chefs-truck-san-francisco","Chef's Truck","https://www.yelp.com/biz/chefs-truck-san-francisco","mexican; tacos; burgers","CHEF'S TRUCK - - 1379 4th St, San Francisco, CA 94158","3.8","open","(408) 728-1547","1379 4th St, San Francisco, CA, 94158","37.77089520000001","-122.3903003","$$","Mexican; Tacos; Burgers","30","3"
"meat-me-san-francisco-2","Meat Me","https://www.yelp.com/biz/meat-me-san-francisco-2","turkish","MEAT ME in San Francisco, reviews by real people. Yelp is a fun and easy way to find, recommend and talk about what’s great and not so great in San Francisco and beyond.","","open","(415) 425-3960","151 Vermont St, San Francisco, CA, 94103","37.767923","-122.4044284","","Turkish","","3"
"corazon-mexicano-san-francisco-3","Corazon Mexicano","https://www.yelp.com/biz/corazon-mexicano-san-francisco-3","mexican","CORAZON MEXICANO - - 1298 Valencia St, San Francisco, CA 94110","5","open","(415) 374-1033","1298 Valencia St, San Francisco, CA, 94110","37.752331464357496","-122.42102420562112","","Mexican","3","3"
"taco-nmadre-san-francisco","Taco N'Madre","https://www.yelp.com/biz/taco-nmadre-san-francisco","mexican; tacos","TACO N'MADRE - - 2900 Alemany Blvd, San Francisco, CA 94112","5","offline","","2900 Alemany Blvd, San Francisco, CA, 94112","37.71203296355417","-122.4528486","","Mexican; Tacos","1","3"
"sipnslurp-food-truck-san-francisco-2","SipNSlurp Food Truck","https://www.yelp.com/biz/sipnslurp-food-truck-san-francisco-2","noodles; asian_fusion","SIPNSLURP FOOD TRUCK - - 428 11th St, San Francisco, CA 94103","4.4","open","(415) 610-8808","428 11th St, San Francisco, CA, 94103","37.7697799","-122.4120171","$$","Noodles; Asian Fusion","49","3"
"made-in-italy-san-francisco","Made In Italy","https://www.yelp.com/biz/made-in-italy-san-francisco","italian","MADE IN ITALY - - 601 Mission Bay Blvd N, San Francisco, CA 94158","3.5","open","(415) 666-5826","601 Mission Bay Blvd N, San Francisco, CA, 94158","37.77076552145941","-122.3920931375199","","Italian","2","4"
"spark-gardens-san-francisco","SPARK Gardens","https://www.yelp.com/biz/spark-gardens-san-francisco","recreation_centers; active_life","SPARK GARDENS - - 1379 4th St, San Francisco, CA 94158","4.4","open","","1379 4th St, San Francisco, CA, 94158","37.7708125526022","-122.390683462494","$$","Recreation Centers; Active Life","34","4"
"cochinita-san-francisco-24","Cochinita","https://www.yelp.com/biz/cochinita-san-francisco-24","mexican","COCHINITA - - 500 Marina Blvd, San Francisco, CA 94103","4.4","offline","(415) 988-3663","500 Marina Blvd, San Francisco, CA, 94103","37.80588328701567","-122.44242535795262","$$","Mexican","174","4"
"al-pastor-papi-san-francisco-2","Al Pastor Papi","https://www.yelp.com/biz/al-pastor-papi-san-francisco-2","tacos; mexican","AL PASTOR PAPI - - 232 O'Farrell St, San Francisco, CA 94102","3.8","open","","232 O&apos;Farrell St, San Francisco, CA, 94102","37.7864848","-122.4086079","$$","Tacos; Mexican","230","4"
"cousins-maine-lobster-san-francisco-bay-area-san-francisco-3","Cousins Maine Lobster - San Francisco Bay Area","https://www.yelp.com/biz/cousins-maine-lobster-san-francisco-bay-area-san-francisco-3","seafood; sandwiches","COUSINS MAINE LOBSTER - SAN FRANCISCO BAY AREA - - San Francisco, CA 94104","3.6","open","(415) 592-5933","San Francisco, CA, 94104","37.819028","-123.024066","$$","Seafood; Sandwiches","602","4"
"taqueria-cazadores-san-francisco-2","Taqueria Cazadores","https://www.yelp.com/biz/taqueria-cazadores-san-francisco-2","mexican","TAQUERIA CAZADORES - - 1600 Mission St, San Francisco, CA 94103","4","open","(415) 503-0340","1600 Mission St, San Francisco, CA, 94103","37.7723788563514","-122.419041535","$$","Mexican","311","4"
"lahore-di-khushboo-san-francisco","Lahore di khushboo","https://www.yelp.com/biz/lahore-di-khushboo-san-francisco","halal; pakistani","LAHORE DI KHUSHBOO - - 601 Mission Bay, San Francisco, CA 94158","4.7","offline","(415) 734-1340","601 Mission Bay, San Francisco, CA, 94158","37.77078644611859","-122.39144242970507","","Halal; Pakistani","57","4"
"minnie-bells-san-francisco-2","Minnie Bells","https://www.yelp.com/biz/minnie-bells-san-francisco-2","soul_food; comfort_food","MINNIE BELLS - - San Francisco, CA 94103","4.3","offline","(415) 273-9340","San Francisco, CA, 94103","37.773231","-122.411144","","Soul Food; Comfort Food","30","4"
"pita-gyros-san-francisco-2","Pita Gyros","https://www.yelp.com/biz/pita-gyros-san-francisco-2","greek; mediterranean","PITA GYROS - - 250 Main St, San Francisco, CA 94105","4.4","open","","250 Main St, San Francisco, CA, 94105","37.789924987394926","-122.39364643791848","","Greek; Mediterranean","62","4"
"pocky-truck-san-francisco","Pocky Truck","https://www.yelp.com/biz/pocky-truck-san-francisco","","1 review of POCKY TRUCK ""Who could not like the Pocky truck especially when all they do is hand out free Pocky. If you haven't had them before they are chocolate covered biscuit sticks. You can definitely pick them up in many stores around the San Francisco area.""","5","open","","450 Market St, San Francisco, CA, 94111","37.7914182","-122.3989619","","","1","4"
"tokachi-musubi-san-francisco","Tokachi Musubi","https://www.yelp.com/biz/tokachi-musubi-san-francisco","japanese","TOKACHI MUSUBI - - 1525 Cortland Ave, San Francisco, CA 94110","4.1","open","(415) 505-7997","1525 Cortland Ave, San Francisco, CA, 94110","37.7401182","-122.4091021","$$","Japanese","32","5"
"limón-rotisserie-food-truck-san-francisco-4","Limón Rotisserie Food Truck","https://www.yelp.com/biz/lim%C3%B3n-rotisserie-food-truck-san-francisco-4","peruvian","LIMÓN ROTISSERIE FOOD TRUCK - - San Francisco, CA 94102","4.1","open","(415) 926-5665","San Francisco, CA, 94102","37.7786871","-122.4212424","$$","Peruvian","17","5"
"benedict-arnolds-san-francisco","Benedict Arnolds","https://www.yelp.com/biz/benedict-arnolds-san-francisco","","6 reviews and 5 photos of BENEDICT ARNOLDS ""I don't understand the other reviews, this was the best food truck I encountered so far in SF, the food was delicious, well priced and the guys very kind. Especially recommending it with a glass of white wine when they park in front of the Bluxome Winery -","4","open","","428 11th St, San Francisco, CA, 94103","37.7697394396591","-122.411752715707","$$$","","6","5"
"southern-comfort-kitchen-food-truck-san-francisco","Southern Comfort Kitchen Food Truck","https://www.yelp.com/biz/southern-comfort-kitchen-food-truck-san-francisco","","11 reviews and 64 photos of SOUTHERN COMFORT KITCHEN FOOD TRUCK ""This place is GREAT! Especially so considering the general dearth of Southern/Soul Food in SF. On my 1st visit i had the shrimp etoufee and it was delicious, and came with rice and a chunk of baguette. So why only 3 stars you ask? Simp","3.3","open","","5th St &amp; Minna St, San Francisco, CA, 94103","37.7774284","-122.4121277","","","11","5"
"banana-bread-and-bjs-san-francisco","Banana Bread and Bjs","https://www.yelp.com/biz/banana-bread-and-bjs-san-francisco","","1 review and 2 photos of BANANA BREAD AND BJS ""These girls make some ridiculous banana bread... Spool good. Just the right amount of chips and so moist.""","5","open","","Delores Park, San Francisco, CA, 94114","37.7597376438947","-122.427123785019","","","1","5"
"treats-by-the-bay-san-francisco-2","Treats By The Bay","https://www.yelp.com/biz/treats-by-the-bay-san-francisco-2","ice_cream_and_frozen_yogurt; coffee_and_tea","TREATS BY THE BAY - - San Francisco, CA 94114","4.8","open","(415) 326-3175","San Francisco, CA, 94114","37.78076824668253","-122.41837392669743","","Ice Cream & Frozen Yogurt; Coffee & Tea","171","5"
"bao-n-boba-san-francisco","Bao n Boba","https://www.yelp.com/biz/bao-n-boba-san-francisco","dim_sum; bubble_tea; chinese","BAO N BOBA - - 601 Mission Bay Blvd N, San Francisco, CA 94158","3.6","open","(415) 800-3489","601 Mission Bay Blvd N, San Francisco, CA, 94158","37.7707779","-122.3914399","","Dim Sum; Bubble Tea; Chinese","13","5"
"korean-papis-kitchen-san-francisco","Korean Papi's Kitchen","https://www.yelp.com/biz/korean-papis-kitchen-san-francisco","korean","KOREAN PAPI'S KITCHEN - - 1379 4th St, San Francisco, CA 94158","4.8","open","(628) 284-7343","San Francisco, CA, 94158","37.7708886","-122.3902954","","Korean","25","5"
"gyros-on-wheels-san-francisco-2","Gyros on Wheels","https://www.yelp.com/biz/gyros-on-wheels-san-francisco-2","greek","GYROS ON WHEELS - - 601 Mission Bay Blvd N, San Francisco, CA 94158","4.1","open","(628) 222-0933","San Francisco, CA, 94158","37.706368356809776","-122.51781463623047","","Greek","33","5"
"shamal-burgers-and-more-san-francisco","Shamal Burgers & More","https://www.yelp.com/biz/shamal-burgers-and-more-san-francisco","wraps; burgers","2 reviews and 8 photos of SHAMAL BURGERS & MORE ""A food truck in the Off The Grid rotation. Pretty random menus from hot dogs to ""shawarma"" wraps. Food is kinda middling. Bacon Cheeseburger: It wasn't pork bacon, it was some sort of beef bacon I think. Didn't quite have the same thickness or crunch,","2","open","(925) 207-8009","1155 Battery St, San Francisco, CA, 94111","37.801836768521014","-122.4023928","","Wraps; Burgers","2","5"
"me-so-hungry-too-food-truck-san-francisco","Me So Hungry Too Food Truck","https://www.yelp.com/biz/me-so-hungry-too-food-truck-san-francisco","burgers","ME SO HUNGRY TOO FOOD TRUCK - - 521A 3rd St, San Francisco, CA 94107","4.2","open","(650) 392-0126","521A 3rd St, San Francisco, CA, 94107","37.781099","-122.395352","$$","Burgers","73","6"
"al-pastor-papi-mexican-grill-san-francisco","Al Pastor Papi Mexican Grill","https://www.yelp.com/biz/al-pastor-papi-mexican-grill-san-francisco","mexican","AL PASTOR PAPI MEXICAN GRILL - - 232 O'Farrell St, San Francisco, CA 94102","4.7","open","","232 O&apos;Farrell St, San Francisco, CA, 94102","37.78649802040981","-122.4086079","","Mexican","40","6"
"olhso-truck-san-francisco","Olhso Truck","https://www.yelp.com/biz/olhso-truck-san-francisco","korean","OLHSO TRUCK - - 201 Steuart St, San Francisco, CA 94105","5","open","(944) 039-4404","201 Steuart St, San Francisco, CA, 94105","37.79203025476113","-122.3914233818939","","Korean","1","6"
"mozzeria-alameda","Mozzeria","https://www.yelp.com/biz/mozzeria-alameda","pizza","22 reviews and 32 photos of MOZZERIA ""Tried this food truck pizza at my kid's school event. Their pizzas are wood fired and they're delicious! Because it's made to order and fresh, the crust is delicate, a little crispy and with that fresh baked bread softness too. The toppings complimented well. We","4.5","open","(415) 489-0963","2400 Monarch St, Alameda, CA, 94501","37.78529612885991","-122.3080721","","Pizza","22","6"
"el-alambre-2-san-francisco-2","El Alambre #2","https://www.yelp.com/biz/el-alambre-2-san-francisco-2","mexican","EL ALAMBRE #2 - - 1800 Folsom St, San Francisco, CA 94103","4.4","open","(415) 260-9889","1800 Folsom St, San Francisco, CA, 94103","37.76763089166353","-122.4161807075143","","Mexican","35","6"
"dos-raicez-san-francisco","Dos Raicez","https://www.yelp.com/biz/dos-raicez-san-francisco","tacos; mexican","DOS RAICEZ - - 1168 Leavenworth St, San Francisco, CA 94109","5","open","(510) 825-3527","1168 Leavenworth St, San Francisco, CA, 94109","37.79211507048217","-122.41572781929713","","Tacos; Mexican","1","6"
"aria-korean-street-food-san-francisco","Aria Korean Street Food","https://www.yelp.com/biz/aria-korean-street-food-san-francisco","korean; chicken_shop; mexican; tacos","ARIA KOREAN STREET FOOD - - 932 Larkin St, San Francisco, CA 94109","3.9","open","(415) 292-6914","932 Larkin St, San Francisco, CA, 94109","37.7865588","-122.4180037","$$","Korean; Chicken Shop; Mexican; Tacos","","6"
"curry-up-now-food-truck-san-francisco","Curry Up Now Food Truck","https://www.yelp.com/biz/curry-up-now-food-truck-san-francisco","indian","CURRY UP NOW FOOD TRUCK - - 225 Bush St, San Francisco, CA 94104","3.8","open","(650) 489-7850","225 Bush St, San Francisco, CA, 94104","37.79233098954126","-122.40026081100375","$","Indian","943","6"
"tito-tacos-san-francisco","Tito Tacos","https://www.yelp.com/biz/tito-tacos-san-francisco","mexican","TITO TACOS - - 2890 3rd St, San Francisco, CA 94107","5","offline","(415) 532-5665","2890 3rd St, San Francisco, CA, 94107","37.75287769626372","-122.38813818567783","","Mexican","3","6"
"upper-cut-san-francisco-6","Upper Cut","https://www.yelp.com/biz/upper-cut-san-francisco-6","new_american","UPPER CUT - - 601 Mission Bay Blvd N, San Francisco, CA 94158","4","offline","(415) 496-9916","601 Mission Bay Blvd N, San Francisco, CA, 94158","37.77078991942725","-122.3914399","$$","New American","199","7"
"off-the-grid-levis-plaza-san-francisco-2","Off the Grid Levi's Plaza","https://www.yelp.com/biz/off-the-grid-levis-plaza-san-francisco-2","food_court","OFF THE GRID LEVI'S PLAZA - - 1155 Battery St, San Francisco, CA 94111","5","offline","(415) 339-5888","1155 Battery St, San Francisco, CA, 94111","37.80182629999999","-122.4023928","","Food Court","1","7"
"off-the-grid-salesforce-tower-san-francisco","Off the Grid Salesforce Tower","https://www.yelp.com/biz/off-the-grid-salesforce-tower-san-francisco","food_court","OFF THE GRID SALESFORCE TOWER - - 415 Mission St, San Francisco, CA 94105","4.8","offline","(415) 339-5888","415 Mission St, San Francisco, CA, 94105","37.7895564","-122.396905","","Food Court","5","7"
"twirl-and-dip-san-francisco","Twirl and Dip","https://www.yelp.com/biz/twirl-and-dip-san-francisco","ice_cream_and_frozen_yogurt","TWIRL AND DIP - - San Francisco, CA 94118","4.3","open","(415) 307-0260","San Francisco, CA, 94118","37.7686017","-122.4670691","$","Ice Cream & Frozen Yogurt","294","7"
"choco-kebab-san-francisco-san-francisco-2","Choco Kebab San Francisco","https://www.yelp.com/biz/choco-kebab-san-francisco-san-francisco-2","","CHOCO KEBAB SAN FRANCISCO - - San Francisco, CA 94102","5","open","(323) 246-6867","San Francisco, CA, 94102","37.775123","-122.41932","","","1","7"
"annies-hot-dogs-and-pretzels-san-francisco-6","Annie's Hot Dogs & Pretzels","https://www.yelp.com/biz/annies-hot-dogs-and-pretzels-san-francisco-6","hot_dogs","ANNIE'S HOT DOGS & PRETZELS - - 50 Tea Garden Dr, Golden Gate Park Music Concourse, San Francisco, CA 94122","3.9","open","(415) 861-0778","50 Tea Garden Dr
Golden Gate Park Music Concourse, San Francisco, CA, 94122","37.7724296373111","-122.466626592957","$","Hot Dogs","49","7"
"asados-el-primo-san-francisco","Asados El Primo","https://www.yelp.com/biz/asados-el-primo-san-francisco","","1 review and 6 photos of ASADOS EL PRIMO ""El 4/9 fue mi primera experiencia. Honestamente, nunca me había gustado la carne a la BBQ; sin embargo, esta comida me sorprendió gratamente, ya que es muy rica. El señor que prepara la carne es muy amable. Sin duda, recomiendo este lugar. 10 de 10.""","5","open","(415) 948-6695","1500 Yosemite Ave, San Francisco, CA, 94124","37.7260012","-122.3898577","","","1","7"
"halal-cart-san-francisco-7","Halal Cart","https://www.yelp.com/biz/halal-cart-san-francisco-7","halal; mediterranean","HALAL CART - - 455 Market St, San Francisco, CA 94105","4.5","offline","(925) 567-6712","455 Market St, San Francisco, CA, 94105","37.79107893504466","-122.39885598233012","","Halal; Mediterranean","32","7"
"el-gran-trompo-regio-san-francisco","El Gran Trompo Regio","https://www.yelp.com/biz/el-gran-trompo-regio-san-francisco","mexican","EL GRAN TROMPO REGIO in San Francisco, reviews by real people. Yelp is a fun and easy way to find, recommend and talk about what’s great and not so great in San Francisco and beyond.","","offline","(415) 490-6297","19 St &amp; Mission St, San Francisco, CA, 94110","37.76025819486258","-122.4192369","","Mexican","","7"
"peasant-pies-café-and-catering-san-francisco-2","Peasant Pies Café & Catering","https://www.yelp.com/biz/peasant-pies-caf%C3%A9-and-catering-san-francisco-2","bakeries; fast_food","PEASANT PIES CAFÉ & CATERING - - 1039 Irving St, San Francisco, CA 94122","4.1","open","(415) 731-1978","1039 Irving St, San Francisco, CA, 94122","37.7637741","-122.4691868","$","Bakeries; Fast Food","599","7"
"señor-sisig-san-francisco-13","Señor Sisig","https://www.yelp.com/biz/se%C3%B1or-sisig-san-francisco-13","filipino; tacos; mexican","SEÑOR SISIG - - San Francisco, CA 94104","4.2","offline","","""a little bit different but not weird, this is a great food truck option with good service and..."" more","37.25093208894291","-122.71374420378743","","Filipino; Tacos; Mexican","","8"
